,type,title,date,distance,time,easy,tempo,interval,long,recovery,run_category
583,running,adidas first test running,2015-11-27 22:21:52,5.2,37:03:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
584,running,pattaya beach running,2015-11-26 17:18:38,5.68,36:00:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
585,running,3min interval running,2015-11-23 17:29:07,8.78,55:04:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
586,running,home tempo running,2015-11-21 20:17:51,7.75,44:03:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
587,running,home tempo running,2015-11-19 19:03:19,7.06,48:22:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
588,running,bangkok marathon 2015 running,2015-11-15 2:00:06,42.2,5:20:39,FALSE,FALSE,FALSE,TRUE,FALSE,race
589,running,bang khen running,2015-11-11 16:53:45,5.12,42:22:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
590,running,home easy running,2015-11-05 17:42:49,5.19,37:42:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
591,running,lumphini easy running,2015-11-03 18:08:48,10.21,1:14:39,TRUE,FALSE,FALSE,FALSE,FALSE,easy
592,running,mega bangna 2015 running,2015-11-01 5:00:39,21.6,2:10:01,FALSE,FALSE,FALSE,TRUE,FALSE,race
593,running,home 10k running,2015-10-29 18:02:30,10.05,1:04:36,FALSE,FALSE,FALSE,FALSE,FALSE,run
594,running,home easy running,2015-10-28 17:36:56,7.19,1:00:24,TRUE,FALSE,FALSE,FALSE,FALSE,easy
595,running,phra khanong running,2015-10-27 16:53:30,1.3,15:56,FALSE,FALSE,FALSE,FALSE,FALSE,run
596,running,first 30km. running,2015-10-25 15:11:04,30.06,3:08:12,FALSE,FALSE,FALSE,TRUE,FALSE,long
597,running,home easy running,2015-10-24 18:10:50,5.45,33:54:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
598,running,lumphini easy running,2015-10-22 17:10:29,5.74,36:00:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
599,running,lumphini tempo running,2015-10-20 17:36:41,10.17,55:15:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
600,running,sai mai running,2015-10-19 16:41:21,3.31,26:15:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
601,running,3 parks long running,2015-10-18 16:18:12,26.1,3:08:37,FALSE,FALSE,FALSE,TRUE,FALSE,long
602,running,lumphini hiit  running,2015-10-15 18:19:46,7.15,44:34:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
603,running,sai mai running,2015-10-13 22:09:49,3.09,22:17,FALSE,FALSE,FALSE,FALSE,FALSE,run
604,running,lumphini park 21k running,2015-10-08 16:39:27,21.55,2:11:39,FALSE,FALSE,FALSE,TRUE,FALSE,long
605,running,lumphini running,2015-10-06 18:11:08,1.81,10:58,FALSE,FALSE,FALSE,FALSE,FALSE,run
606,running,lumphini running,2015-10-06 16:39:14,10.3,1:06:01,FALSE,FALSE,FALSE,FALSE,FALSE,run
607,running,กรมบัญชีกลาง มินิมาราธอน ครั้งที่14,2015-10-04 6:02:27,10.17,51:37:00,FALSE,FALSE,FALSE,FALSE,FALSE,race
608,running,lumphini park 21k running,2015-10-01 16:10:12,21.17,2:09:20,FALSE,FALSE,FALSE,TRUE,FALSE,long
609,running,lumphini running,2015-09-29 17:05:54,2.57,15:44,FALSE,FALSE,FALSE,FALSE,FALSE,run
610,running,lumphini running,2015-09-29 16:34:14,5.08,28:43:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
611,running,sena running,2015-09-27 19:21:06,5.12,28:03:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
612,running,bang rak running,2015-09-25 17:25:19,2.69,16:51,FALSE,FALSE,FALSE,FALSE,FALSE,run
613,running,interval running,2015-09-25 16:57:19,4.9,27:25:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
614,running,bang rak running,2015-09-23 15:42:05,21.13,2:16:04,FALSE,FALSE,FALSE,TRUE,FALSE,long
615,running,home running,2015-09-21 18:14:03,5.14,33:31:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
616,running,lumphini running,2015-09-15 17:03:37,5.08,26:23:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
617,running,sai yok running,2015-09-13 6:08:28,21.01,1:58:17,FALSE,FALSE,FALSE,TRUE,FALSE,long
618,running,sena running,2015-09-11 17:44:54,5.17,33:10:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
619,running,lumphini running,2015-09-10 16:22:00,10.16,55:54:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
620,running,bang rak running,2015-09-03 17:14:52,5.11,26:40:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
621,running,sena running,2015-09-02 18:52:17,5.01,34:32:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
622,running,khao kho running,2015-08-30 5:43:00,25.05,3:12:06,FALSE,FALSE,FALSE,TRUE,FALSE,race
623,running,lumpini 10k running,2015-08-27 17:04:01,10.15,57:39:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
624,running,kmutnb2015,2015-08-23 5:32:18,12.67,1:06:48,FALSE,FALSE,FALSE,FALSE,FALSE,race
625,running,bang rak running,2015-08-20 18:46:41,5.09,30:58:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
626,running,soi sena running,2015-08-18 17:45:09,5.27,32:46:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
627,running,bang rak running,2015-08-15 7:37:38,7.54,46:11:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
628,running,bang rak running,2015-08-13 17:20:13,3.51,22:02,FALSE,FALSE,FALSE,FALSE,FALSE,run
629,running,august 12 th half marathon bangkok 2015,2015-08-12 5:13:20,21.01,2:07:55,FALSE,FALSE,FALSE,TRUE,FALSE,race
630,running,pattaya beach running,2015-08-08 16:22:09,5.4,28:25:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
631,running,lumpini 5k running,2015-08-04 7:32:11,5.11,30:22:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
632,running,soi sena running,2015-08-02 17:45:09,8.53,46:38:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
633,running,phra khanong running,2015-07-31 8:41:16,1.11,9:56.8,FALSE,FALSE,FALSE,FALSE,FALSE,run
634,running,phra khanong running,2015-07-31 7:51:00,4.73,32:45:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
635,running,slow jogging,2015-07-27 9:29:36,2.07,17:20,FALSE,FALSE,FALSE,FALSE,FALSE,run
